step,epoch,loss,learning_rate
50,0.016,1.3995806884765625,2.6063829787234047e-06
100,0.032,1.3424769592285157,5.265957446808511e-06
150,0.048,1.3988731384277344,7.925531914893617e-06
200,0.064,1.3304629516601563,9.9625468164794e-06
250,0.08,1.3697018432617187,9.79230507320395e-06
300,0.096,1.3573472595214844,9.622063329928499e-06
350,0.112,1.3649432373046875,9.451821586653048e-06
400,0.128,1.3782090759277343,9.281579843377597e-06
450,0.144,1.3664930725097657,9.111338100102146e-06
500,0.16,1.316836395263672,8.941096356826695e-06
550,0.176,1.3831575012207031,8.770854613551245e-06
600,0.192,1.3239761352539063,8.600612870275792e-06
650,0.208,1.3286888122558593,8.430371127000341e-06
700,0.224,1.361505889892578,8.26012938372489e-06
750,0.24,1.3569671630859375,8.08988764044944e-06
800,0.256,1.3076376342773437,7.919645897173987e-06
850,0.272,1.2998712158203125,7.749404153898536e-06
900,0.288,1.2832167053222656,7.579162410623085e-06
950,0.304,1.3414129638671874,7.408920667347634e-06
1000,0.32,1.3169557189941405,7.238678924072183e-06
1050,0.336,1.3119581604003907,7.0684371807967325e-06
1100,0.352,1.3274874877929688,6.898195437521282e-06
1150,0.368,1.382381134033203,6.72795369424583e-06
1200,0.384,1.322225341796875,6.557711950970378e-06
1250,0.4,1.3287977600097656,6.387470207694927e-06
1300,0.416,1.3438104248046876,6.2172284644194756e-06
1350,0.432,1.2949676513671875,6.046986721144025e-06
1400,0.448,1.313353271484375,5.876744977868574e-06
1450,0.464,1.3501849365234375,5.706503234593123e-06
1500,0.48,1.3277993774414063,5.536261491317671e-06
1550,0.496,1.33913818359375,5.36601974804222e-06
1600,0.512,1.3218824768066406,5.1957780047667695e-06
1650,0.528,1.3366250610351562,5.025536261491319e-06
1700,0.544,1.3006298828125,4.855294518215867e-06
1750,0.56,1.3694242858886718,4.685052774940416e-06
1800,0.576,1.340409393310547,4.514811031664964e-06
1850,0.592,1.396407470703125,4.3445692883895135e-06
1900,0.608,1.3592584228515625,4.174327545114063e-06
1950,0.624,1.2781983947753905,4.004085801838612e-06
2000,0.64,1.326463165283203,3.83384405856316e-06
2050,0.656,1.3341238403320312,3.6636023152877087e-06
2100,0.672,1.3779090881347655,3.493360572012258e-06
2150,0.688,1.3153999328613282,3.3231188287368065e-06
2200,0.704,1.2849308776855468,3.1528770854613557e-06
2250,0.72,1.3096542358398438,2.9826353421859044e-06
2300,0.736,1.3432518005371095,2.8123935989104527e-06
2350,0.752,1.3239753723144532,2.642151855635002e-06
2400,0.768,1.357904815673828,2.4719101123595505e-06
2450,0.784,1.31962158203125,2.3016683690840996e-06
2500,0.8,1.3339117431640626,2.1314266258086488e-06
2550,0.816,1.3129640197753907,1.961184882533197e-06
2600,0.832,1.3262985229492188,1.7909431392577462e-06
2650,0.848,1.345263671875,1.620701395982295e-06
2700,0.864,1.3289988708496094,1.4504596527068438e-06
2750,0.88,1.311714630126953,1.2802179094313927e-06
2800,0.896,1.26441162109375,1.1099761661559414e-06
2850,0.912,1.3173745727539063,9.397344228804904e-07
2900,0.928,1.3586698913574218,7.694926796050393e-07
2950,0.944,1.319381866455078,5.992509363295881e-07
3000,0.96,1.3188346862792968,4.2900919305413693e-07
3050,0.976,1.3019558715820312,2.5876744977868574e-07
3100,0.992,1.2629253387451171,8.85257065032346e-08
